"","gname","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","ingroup","guncertain1","nperps","nperpcap","claimed","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","ransom","Assasination","Hostage","Bombing","Facility","Assault","Unknowntype","barricade","unarmedattack","Hijack","Biological","Chemical","Radiological","Nuclear","Firearm","Explosives","Fakeweapons","Incendiary","Melee","Vehicle","Sabotage","Otherweapons","Unknownweapon","NorthAm","CentralAm","SouthEastAsia","EastAsia","WesternEurope","Subsaharan","SouthAm","SouthAsia","CentralAsia","MiddleEast","Oceania","EasternEurope","nhrs","ndays","Business","Government","Police","Military","Abortionrelated","Airports","Diplomatic","Educational","Food","Journalist","Maritime","NGO","Othertarg","PrivateCitizen","Religious","Telecom","Terrorists","Tourist","Transportation","Unknowntarg","Utilities","PoliticalParty"
"811","Communist Fighting Detachments",0,1,1,1,0,0,1,0,4021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812","Communist Fighting Front",0,1,1,1,0,0,1,0,5088,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813","Communist Fighting Nuclei",0,2,2,1,1,0,2,0,3728,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","Communist Fighting Unit",0,11,10,11,1,0,11,0,3217,0,6,0,0,1,0,0,2,0,0,8,0,2,0,3,4,2,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"815","Communist Front for Counterpower",0,2,2,2,0,0,2,0,2908,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"816","Communist Group of Proletarian Internationalism",0,3,3,3,0,0,3,0,4274,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"817","Communist Guerilla Nuclei",0,1,1,1,0,0,0,0,1786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"818","Communist Hunters Command (CCC)",0,3,3,3,0,0,3,0,3364,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"819","Communist Nuclear",0,1,1,1,0,0,1,0,3481,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","Communist Nuclei of Counter Power",0,1,1,1,0,0,1,0,3237,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","Communist Party of India",0,1,1,1,0,0,1,0,50010,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822","Communist Party of India- Marxist",0,8,10,10,2,0,9,0,5270,6,-277,2,-9,3,0,0,31,0,0,-5,0,2,0,3,1,3,1,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,1
"823","Communist Party of India- Marxist-Leninist",1,8,8,8,1,0,8,0,20133,7,-360,4,-9,20,0,3,27,0,0,-16,-9,0,1,2,0,5,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"824","Communist Party of India - Maoist (CPI-Maoist)",275,1660,1641,1655,54,218,1581,0,20132,1028,-82081,-1744,257,2171,0,233,1551,0,99,-2075,-1121,39,257,485,250,552,62,3,12,6,0,1,0,0,608,497,0,238,126,0,13,0,183,0,0,0,0,0,0,0,1666,0,0,0,0,-11862,-6550,157,278,347,26,0,0,1,66,3,2,0,4,1,472,4,66,36,0,138,21,7,37
"825","Communist Party of Malaysia- Marxist-Leninist",0,2,2,2,0,0,2,0,3808,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"826","Communist Party of Nepal- Maoist (CPN-M)",0,22,23,21,4,1,23,0,5003,11,1551,0,2,654,0,525,319,0,202,-28,0,1,2,7,0,9,4,0,0,0,0,0,0,0,9,9,0,0,1,0,0,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,-91,0,4,10,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2
"827","Communist Party of Nepal- Unified Marxist-Leninist (CPN-UML)",2,2,2,3,2,0,3,0,689,0,-99,0,0,2,0,0,8,0,6,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"828","Communist Party of Nepal-Maoist (Baidya)",6,34,34,34,0,10,19,0,40198,10,-2624,0,5,2,0,0,35,0,0,9,0,2,3,11,8,6,4,0,0,0,0,0,0,0,1,12,0,14,0,0,0,0,7,0,0,0,0,0,0,0,34,0,0,0,0,6,2,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,7,0,15
"829","Communist Party of Nepal - Maoist (CPN-Maoist-Chand)",0,8,8,8,0,0,8,0,40491,1,-584,1,1,0,0,0,2,0,0,7,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,-99,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"830","Communist Party of Nepal (People's War Group)",0,8,8,8,0,8,0,0,40373,0,24,24,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"831","Communist Party of Thailand",0,3,3,2,1,0,3,0,2855,0,20,0,0,6,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"832","Communist Patrols for Counter Power",0,2,2,2,0,0,2,0,3043,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","Communist Progress",0,2,2,2,0,0,2,0,3831,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834","Communist Territorial Nuclei",0,5,5,5,0,0,5,0,4054,0,4,0,0,1,0,0,1,0,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","Communist Territorial Unit",0,1,1,1,0,0,1,0,5116,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836","Communist Trade Union Workers",0,1,1,1,0,0,1,0,1958,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"837","Communist Warrior's Union",0,1,1,1,0,0,1,0,2893,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","Communists",0,75,74,65,-259,15,73,0,526,5,931,0,0,207,1,5,105,1,3,68,0,6,0,35,4,12,17,1,0,0,0,0,0,0,15,34,0,4,0,0,0,0,22,0,2,62,0,7,0,0,1,0,3,0,0,0,0,8,9,14,10,0,1,1,1,0,2,0,0,0,7,1,0,0,0,6,0,14,1
"839","Communists Fighting Imperialism and Armaments",0,2,2,2,0,0,2,0,2447,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"840","Comrades in Arms",0,1,1,1,0,0,1,0,10012,0,-99,-99,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841","Comrades Organized in Partisan Nuclei",0,1,1,1,0,0,1,0,3089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842","Comuneros",0,1,1,1,0,0,1,0,2498,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843","Concerned citizens",0,1,0,1,1,0,1,0,1466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"844","Condor",0,2,2,2,0,0,2,0,3759,1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","Condor Plan Criminals",0,1,1,1,-9,0,1,0,2713,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"846","Confederation of Iranian Students/National Union (CISNU)",0,1,1,1,0,0,1,0,3385,0,12,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847","Congolese Armed Patriotic Group",0,1,1,1,0,0,1,0,2955,0,0,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848","Congolese Democratic Coalition",0,2,2,2,2,2,2,0,20526,0,0,0,2,0,0,0,0,0,0,-18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849","Congolese Liberation Party (PLC)",0,1,1,1,0,0,1,0,2533,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850","Congolese National Movement- Lumumba (MNCL)",0,2,2,2,0,0,2,0,3120,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"851","Congolese Patriotic Resistence-Patriotic Armed Forces (Pareco/FAP)",2,2,2,2,0,0,2,0,30017,1,-198,0,0,9,0,5,7,0,3,-9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"852","Congolese Rally for Democracy (RCD)",0,1,1,1,0,0,1,0,20134,0,0,0,0,0,0,0,2,0,0,-9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853","Congress of Kabardian People",0,1,1,1,0,0,0,0,1648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854","Congress Party Activists",0,3,3,3,0,0,3,0,1389,1,0,0,0,3,0,0,5,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"855","Conqueror Army",0,2,2,2,0,0,2,0,30018,1,-198,0,2,0,0,0,67,0,0,1,-9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"856","Conscientious Arsonists (CA)",0,5,5,5,0,2,5,0,20135,0,0,0,5,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"857","Conspiracy of Cells of Fire",0,52,52,52,0,26,38,0,20500,8,-2179,-128,48,0,0,0,18,0,0,37,-9,4,0,27,21,0,0,0,0,0,0,0,0,0,0,31,0,20,0,0,1,0,0,0,0,0,0,50,0,2,0,0,0,0,0,0,0,16,13,7,0,0,0,11,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1
"858","Continental Revolutionary Army",0,2,2,2,0,0,2,0,4010,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","Continuing Struggle",0,1,1,0,1,0,1,0,100014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"860","Continuity Irish Republican Army (CIRA)",0,30,30,30,1,0,20,0,769,12,-575,9,13,7,0,0,21,0,0,-1,0,1,0,23,2,3,0,0,1,0,0,0,0,0,5,23,0,1,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,7,3,11,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0
"861","Continuous Struggle",0,1,1,1,0,0,1,0,3699,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"862","Contras",9,93,93,48,-279,0,91,0,2624,0,1480,0,0,427,0,0,55,0,0,87,2,1,6,12,1,71,0,2,0,0,0,0,0,0,76,12,0,0,0,0,0,0,5,1,92,0,0,0,0,0,0,0,0,0,0,0,0,6,3,20,45,0,1,0,1,0,0,0,0,0,13,0,0,0,1,2,0,1,0
"863","Convention of Liberal Reformers (CLR)",0,1,1,1,0,0,1,0,1384,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864","Convention of Patriots for Justice and Peace",1,8,8,6,2,5,7,0,30106,2,-293,0,2,39,0,8,7,0,19,-54,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","Coordination Committee (CORCOM)",2,20,20,15,5,13,19,0,40020,1,-1879,2,18,0,0,0,6,0,0,-30,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,1,6,0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"866","Coordination for Revolutionary Action (CAR)",0,16,16,16,0,9,16,0,3166,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867","Coordination of Anti-atomic Power Plant Saboteurs",0,1,1,1,0,0,1,0,3035,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"868","Coordination of Azawad Movements (CMA)",0,9,9,6,3,0,8,0,40422,0,-633,0,5,17,0,12,2,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,-274,0,0,0,4,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"869","Coordination of the United Revolutionary Organization (CORU)",0,14,14,14,0,0,13,0,3554,0,0,0,0,75,0,0,10,0,0,13,0,1,0,13,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,1,2,9,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"870","Core Conspirators for the Extension of Chaos (Núcleo de Conspiradores por la Extensión de Kaos)",0,1,1,1,1,0,1,0,10092,0,-99,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"871","Corsican Farmers' Front",0,1,1,1,0,0,1,0,1436,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872","Corsican National Liberation Front- Historic Channel",0,128,128,128,0,101,125,0,379,2,0,0,4,0,0,0,0,0,0,128,0,0,0,123,4,0,0,1,0,0,0,0,0,0,4,124,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,66,46,5,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"873","Corsican National Liberation Front (FLNC)",0,639,639,631,12,287,617,0,339,121,-5935,3,81,13,0,1,104,0,0,619,0,10,1,596,17,10,1,4,0,0,0,0,0,0,26,591,0,13,1,0,0,0,8,0,0,0,0,639,0,0,0,0,0,0,0,-83,-198,224,131,49,12,0,6,1,3,0,2,0,2,0,161,1,3,0,6,7,30,1,0
"874","Corsican Nationalists",0,10,10,10,-9,2,10,0,4559,2,-75,24,0,0,0,0,0,0,0,10,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"875","Corsican Revolutionary Brigade",0,3,3,3,0,0,2,0,2917,3,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876","Corsican Separatists",0,63,63,63,-369,19,57,0,754,15,0,0,1,1,0,0,0,0,0,61,0,1,0,61,1,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,18,0,0,0,0,63,0,0,0,0,0,0,0,0,0,26,7,2,0,0,0,0,2,0,4,1,0,0,20,0,1,0,0,0,0,0,0
"877","Cossack Separatists",5,7,7,2,5,3,7,0,40338,0,-693,0,0,3,0,0,3,0,0,-63,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"878","Costa Rican Peoples' Army (EPC)",0,1,1,1,0,0,1,0,3912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","Council for Popular Justice",0,2,2,2,0,0,2,0,1288,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880","Council for the Destruction of Order",0,1,1,1,0,0,1,0,30107,1,-99,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881","Counter-revolutionaries",6,23,23,20,-78,0,21,0,340,0,52,0,0,39,0,1,51,0,0,12,0,7,2,6,3,4,1,0,0,0,0,0,0,0,10,5,0,3,1,0,0,0,4,0,8,0,0,0,0,0,0,0,15,0,0,0,0,1,4,3,3,0,0,0,4,0,0,0,0,0,5,1,0,0,0,0,0,2,0
"882","Counterrevolutionary Solidarity (SC)",0,1,1,1,0,0,1,0,100015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883","Coup Plotters Against the Government",0,1,1,0,1,0,1,0,2300,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884","Covenant, Sword and the Arm of the Lord (CSA)",0,4,4,4,0,0,4,0,10013,0,8,8,0,1,1,0,0,0,0,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"885","Crazy Brabant Killers",0,0,1,1,-9,0,1,0,2712,0,3,0,0,7,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Croat Democratic Union",0,1,1,1,0,0,1,0,10083,1,-99,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
